"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 31, 2015","249.06","245.62","254.95","245.51","4.70M","0.23%"
"Aug 28, 2015","248.48","241.86","251.45","241.57","5.51M","2.26%"
"Aug 27, 2015","242.99","231.00","244.75","230.81","7.66M","8.07%"
"Aug 26, 2015","224.84","227.93","228.00","215.51","4.96M","2.19%"
"Aug 25, 2015","220.03","230.52","230.90","219.12","4.33M","0.53%"
"Aug 24, 2015","218.87","202.79","231.40","195.00","9.58M","-5.16%"
"Aug 21, 2015","230.77","236.00","243.80","230.51","6.59M","-4.71%"
"Aug 20, 2015","242.18","252.06","254.56","241.90","4.91M","-5.12%"
"Aug 19, 2015","255.25","260.33","260.65","255.02","3.60M","-2.10%"
"Aug 18, 2015","260.72","255.38","260.95","253.56","4.20M","2.25%"
"Aug 17, 2015","254.99","255.56","256.59","250.51","7.18M","4.87%"
"Aug 14, 2015","243.15","247.24","247.93","241.77","4.36M","0.26%"
"Aug 13, 2015","242.51","239.86","246.48","239.12","4.69M","1.82%"
"Aug 12, 2015","238.17","235.00","239.77","232.74","3.74M","0.34%"
"Aug 11, 2015","237.37","237.15","239.30","234.44","4.26M","-1.56%"
"Aug 10, 2015","241.14","238.15","242.97","236.05","4.19M","-0.56%"
"Aug 07, 2015","242.51","243.58","243.73","238.39","5.07M","-1.47%"
"Aug 06, 2015","246.13","249.54","255.00","236.12","14.62M","-8.88%"
"Aug 05, 2015","270.13","263.58","271.00","260.40","6.21M","1.45%"
"Aug 04, 2015","266.28","260.01","266.72","258.34","2.35M","2.42%"
"Aug 03, 2015","259.99","266.29","266.71","257.07","2.55M","-2.31%"
"Jul 31, 2015","266.15","267.60","269.36","265.12","2.22M","-0.24%"
"Jul 30, 2015","266.79","262.69","266.94","262.11","2.03M","1.13%"
"Jul 29, 2015","263.82","264.27","267.89","262.00","2.79M","-0.38%"
"Jul 28, 2015","264.82","255.75","265.40","251.84","3.90M","4.67%"
"Jul 27, 2015","253.01","262.43","264.43","250.79","4.69M","-4.67%"
"Jul 24, 2015","265.41","267.38","271.09","263.92","2.84M","-0.67%"
"Jul 23, 2015","267.20","269.65","269.90","265.27","2.23M","-0.25%"
"Jul 22, 2015","267.87","261.27","269.44","260.86","3.10M","0.41%"
"Jul 21, 2015","266.77","270.05","273.50","266.55","6.11M","-5.49%"
"Jul 20, 2015","282.26","275.00","286.65","272.54","4.98M","2.77%"
"Jul 17, 2015","274.66","272.50","275.54","268.25","5.00M","2.99%"
"Jul 16, 2015","266.68","264.22","267.20","263.16","1.62M","1.35%"
"Jul 15, 2015","263.14","266.74","267.49","262.08","2.02M","-0.94%"
"Jul 14, 2015","265.65","262.10","265.99","260.51","1.91M","1.33%"
"Jul 13, 2015","262.16","262.25","262.55","256.05","2.96M","1.16%"
"Jul 10, 2015","259.15","262.22","263.00","257.82","2.61M","0.48%"
"Jul 09, 2015","257.92","259.08","262.95","256.79","3.33M","1.16%"
"Jul 08, 2015","254.96","259.32","260.80","254.31","6.22M","-4.82%"
"Jul 07, 2015","267.88","275.00","275.20","260.77","6.11M","-4.23%"
"Jul 06, 2015","279.72","278.88","281.69","276.30","4.12M","-0.11%"
"Jul 02, 2015","280.02","280.19","282.45","273.31","7.16M","4.04%"
"Jul 01, 2015","269.15","271.11","272.62","267.85","2.10M","0.33%"
"Jun 30, 2015","268.26","264.80","270.92","264.00","3.09M","2.38%"
"Jun 29, 2015","262.02","261.95","265.95","260.70","3.48M","-1.90%"
"Jun 26, 2015","267.09","268.89","269.11","266.00","3.84M","-0.63%"
"Jun 25, 2015","268.79","266.45","271.41","265.25","2.85M","1.37%"
"Jun 24, 2015","265.17","266.98","267.35","263.72","2.41M","-0.93%"
"Jun 23, 2015","267.67","260.32","268.00","258.57","3.87M","3.03%"
"Jun 22, 2015","259.79","262.15","264.40","255.69","4.56M","-1.04%"
"Jun 19, 2015","262.51","262.40","263.80","260.10","2.46M","0.24%"
"Jun 18, 2015","261.89","262.00","263.46","260.02","2.78M","0.57%"
"Jun 17, 2015","260.41","252.17","264.36","252.02","5.51M","2.88%"
"Jun 16, 2015","253.12","250.13","253.44","249.09","1.98M","1.09%"
"Jun 15, 2015","250.38","249.70","251.28","246.01","2.19M","-0.12%"
"Jun 12, 2015","250.69","250.21","253.46","250.21","1.42M","-0.29%"
"Jun 11, 2015","251.41","253.26","254.37","250.43","2.04M","0.28%"
"Jun 10, 2015","250.70","251.90","254.00","248.50","3.45M","-2.07%"
"Jun 09, 2015","256.00","255.40","257.74","254.14","2.61M","-0.11%"
"Jun 08, 2015","256.29","250.85","258.75","250.31","5.02M","2.87%"
"Jun 05, 2015","249.14","246.00","249.70","245.68","3.02M","1.31%"
"Jun 04, 2015","245.92","247.50","249.30","245.71","2.45M","-1.23%"
"Jun 03, 2015","248.99","248.20","250.72","247.01","1.78M","0.26%"
"Jun 02, 2015","248.35","248.92","249.40","246.30","2.13M","-0.44%"
"Jun 01, 2015","249.45","251.41","251.60","247.47","2.51M","-0.54%"
"May 29, 2015","250.80","251.00","252.87","249.43","3.79M","-0.26%"
"May 28, 2015","251.45","247.03","251.80","245.05","3.65M","1.62%"
"May 27, 2015","247.43","248.51","249.50","245.55","3.41M","-0.01%"
"May 26, 2015","247.46","247.68","252.00","246.50","3.50M","-0.11%"
"May 22, 2015","247.73","245.38","248.60","245.01","2.22M","0.86%"
"May 21, 2015","245.62","243.03","246.62","242.36","1.97M","0.52%"
"May 20, 2015","244.35","247.13","247.74","241.37","3.76M","-1.13%"
"May 19, 2015","247.14","248.43","251.00","246.15","3.67M","-0.65%"
"May 18, 2015","248.75","247.00","249.90","246.00","3.35M","-0.04%"
"May 15, 2015","248.84","243.93","249.40","242.50","4.53M","1.94%"
"May 14, 2015","244.10","244.82","244.89","241.25","2.90M","0.38%"
"May 13, 2015","243.18","247.61","248.30","242.25","5.44M","-0.64%"
"May 12, 2015","244.74","240.11","246.35","238.19","6.36M","2.19%"
"May 11, 2015","239.49","236.29","242.88","235.31","5.67M","1.22%"
"May 08, 2015","236.61","235.99","238.41","233.70","4.67M","-0.08%"
"May 07, 2015","236.80","221.00","237.48","220.25","9.46M","2.76%"
"May 06, 2015","230.43","234.10","234.47","228.20","5.27M","-1.08%"
"May 05, 2015","232.95","237.76","239.50","229.13","5.80M","1.06%"
"May 04, 2015","230.51","228.18","234.73","227.11","4.43M","1.98%"
"May 01, 2015","226.03","229.94","231.77","220.41","5.28M","-0.01%"
"Apr 30, 2015","226.05","230.39","232.89","225.17","3.91M","-2.75%"
"Apr 29, 2015","232.45","230.05","234.97","227.63","3.94M","0.85%"
"Apr 28, 2015","230.48","234.75","235.50","228.03","6.09M","-0.46%"
"Apr 27, 2015","231.55","222.56","238.75","222.00","11.67M","6.01%"
"Apr 24, 2015","218.43","220.50","220.80","218.01","2.43M","-0.08%"
"Apr 23, 2015","218.60","218.27","221.48","217.15","4.41M","-0.38%"
"Apr 22, 2015","219.44","212.50","221.88","211.69","7.86M","4.79%"
"Apr 21, 2015","209.41","205.80","210.75","204.31","3.43M","2.02%"
"Apr 20, 2015","205.27","206.78","207.85","203.85","2.56M","-0.74%"
"Apr 17, 2015","206.79","204.99","206.88","203.50","2.47M","0.04%"
"Apr 16, 2015","206.70","207.70","209.17","206.29","1.66M","-0.54%"
"Apr 15, 2015","207.83","207.46","209.59","206.60","1.95M","0.18%"
"Apr 14, 2015","207.46","208.57","209.49","205.50","3.03M","-1.11%"
"Apr 13, 2015","209.78","210.44","213.00","209.05","3.76M","-0.53%"
"Apr 10, 2015","210.90","209.85","211.65","209.00","4.07M","0.39%"
"Apr 09, 2015","210.09","208.43","210.37","206.12","3.80M","1.17%"
"Apr 08, 2015","207.67","208.20","210.90","205.87","6.30M","2.17%"
"Apr 07, 2015","203.25","202.51","205.06","201.14","4.35M","0.07%"
"Apr 06, 2015","203.10","198.00","207.75","197.50","12.46M","6.34%"
"Apr 02, 2015","191.00","190.23","193.23","190.00","5.01M","1.82%"
"Apr 01, 2015","187.59","188.70","192.30","186.05","3.79M","-0.63%"
"Mar 31, 2015","188.77","193.53","193.76","188.41","5.03M","-0.94%"
"Mar 30, 2015","190.57","185.85","192.25","181.80","10.09M","3.01%"
"Mar 27, 2015","185.00","189.07","189.29","181.40","8.60M","-2.84%"
"Mar 26, 2015","190.41","193.92","194.79","189.70","4.13M","-2.00%"
"Mar 25, 2015","194.30","198.27","198.59","192.70","5.73M","-3.68%"
"Mar 24, 2015","201.72","201.58","203.79","199.75","3.65M","1.05%"
"Mar 23, 2015","199.63","198.50","200.50","197.47","2.63M","0.78%"
"Mar 20, 2015","198.08","197.45","198.99","195.62","4.27M","1.24%"
"Mar 19, 2015","195.65","202.00","204.59","194.53","8.48M","-2.52%"
"Mar 18, 2015","200.71","194.96","200.88","193.11","4.82M","3.07%"
"Mar 17, 2015","194.73","195.43","198.71","193.94","4.89M","-0.50%"
"Mar 16, 2015","195.70","192.00","195.91","189.80","5.63M","3.72%"
"Mar 13, 2015","188.68","188.95","191.75","187.32","5.43M","-1.25%"
"Mar 12, 2015","191.07","193.75","194.45","189.75","4.15M","-1.38%"
"Mar 11, 2015","193.74","191.15","196.18","191.01","4.97M","1.80%"
"Mar 10, 2015","190.32","188.46","193.50","187.60","5.58M","-0.29%"
"Mar 09, 2015","190.88","194.39","194.49","188.25","6.74M","-1.55%"
"Mar 06, 2015","193.88","199.21","200.75","192.15","6.71M","-3.36%"
"Mar 05, 2015","200.63","202.85","206.19","200.15","4.88M","-0.89%"
"Mar 04, 2015","202.44","199.25","202.52","197.21","4.22M","1.44%"
"Mar 03, 2015","199.56","196.81","200.24","195.32","4.43M","1.14%"
"Mar 02, 2015","197.32","202.70","203.34","195.82","7.92M","-2.96%"
"Feb 27, 2015","203.34","206.90","208.55","202.80","3.88M","-1.86%"
"Feb 26, 2015","207.19","204.00","211.09","202.22","6.47M","1.68%"
"Feb 25, 2015","203.76","204.94","207.14","202.58","3.91M","-0.17%"
"Feb 24, 2015","204.11","207.29","207.29","201.70","6.60M","-1.56%"
"Feb 23, 2015","207.34","215.66","218.20","206.33","8.50M","-4.50%"
"Feb 20, 2015","217.11","210.78","217.60","209.81","5.98M","2.55%"
"Feb 19, 2015","211.71","205.00","212.44","203.75","5.15M","3.55%"
"Feb 18, 2015","204.46","204.17","206.17","202.60","2.71M","0.05%"
"Feb 17, 2015","204.35","205.70","205.70","201.50","3.98M","0.28%"
"Feb 13, 2015","203.77","202.90","205.99","200.91","6.19M","0.44%"
"Feb 12, 2015","202.88","193.57","203.09","193.28","15.65M","-4.66%"
"Feb 11, 2015","212.80","212.21","214.74","207.28","9.77M","-1.61%"
"Feb 10, 2015","216.29","217.55","220.50","215.00","5.39M","-0.55%"
"Feb 09, 2015","217.48","215.38","217.93","211.99","3.47M","0.06%"
"Feb 06, 2015","217.36","222.00","223.40","216.50","3.24M","-1.64%"
"Feb 05, 2015","220.99","219.88","225.48","219.64","3.52M","1.12%"
"Feb 04, 2015","218.55","218.29","221.48","216.80","3.31M","0.09%"
"Feb 03, 2015","218.36","213.22","220.37","211.27","4.83M","3.52%"
"Feb 02, 2015","210.94","203.97","211.95","203.30","4.15M","3.61%"
"Jan 30, 2015","203.60","203.96","207.47","203.00","3.01M","-0.78%"
"Jan 29, 2015","205.20","201.07","205.98","196.50","3.55M","2.92%"
"Jan 28, 2015","199.37","206.11","206.37","198.42","3.15M","-3.21%"
"Jan 27, 2015","205.98","204.42","208.03","203.30","2.78M","-0.28%"
"Jan 26, 2015","206.55","201.83","208.62","201.05","3.23M","2.61%"
"Jan 23, 2015","201.29","200.29","203.50","198.33","3.44M","-0.16%"
"Jan 22, 2015","201.62","197.00","203.24","195.20","4.12M","2.57%"
"Jan 21, 2015","196.57","189.55","198.68","189.51","4.15M","2.42%"
"Jan 20, 2015","191.93","193.87","194.12","187.04","4.50M","-0.59%"
"Jan 16, 2015","193.07","190.70","194.49","189.65","3.60M","0.63%"
"Jan 15, 2015","191.87","194.49","195.75","190.00","5.22M","-0.43%"
"Jan 14, 2015","192.69","185.83","195.20","185.00","11.55M","-5.66%"
"Jan 13, 2015","204.25","203.32","207.61","200.91","4.48M","1.01%"
"Jan 12, 2015","202.21","203.05","204.47","199.25","5.95M","-2.15%"
"Jan 09, 2015","206.66","208.92","209.98","204.96","4.67M","-1.88%"
"Jan 08, 2015","210.62","212.81","213.80","210.01","3.44M","-0.16%"
"Jan 07, 2015","210.95","213.35","214.78","209.78","2.97M","-0.16%"
"Jan 06, 2015","211.28","210.06","214.20","204.21","6.26M","0.57%"
"Jan 05, 2015","210.09","214.55","216.50","207.16","5.37M","-4.20%"
"Jan 02, 2015","219.31","222.87","223.25","213.26","4.76M","-1.39%"
